,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
646,4611,1970,44,Gen X,Graduation,105471.0,2013-01-21,Very High,2,36,1009,181,104,202,21,207,1724,0,9,8,13,3,30,0,0,1,1,0,0,1,3
647,3376,1970,44,Gen X,Master,55282.0,2013-12-13,Middle,2,9,125,6,73,8,4,19,235,1,3,1,6,4,10,0,0,0,0,0,0,0,0
648,4679,1977,37,Gen X,Master,78710.0,2014-05-23,High,3,42,721,0,152,119,50,50,1092,3,7,6,12,4,25,0,0,0,0,0,0,0,0
649,10928,1958,56,Baby Boomer,Graduation,66886.0,2013-09-16,High,3,28,315,4,62,41,31,146,599,2,7,1,7,5,15,0,0,0,0,0,0,0,0
650,4248,1960,54,Baby Boomer,Master,98777.0,2014-02-17,Very High,1,23,1000,19,711,125,115,38,2008,0,4,6,9,1,19,0,1,0,0,0,0,0,1
651,6728,1985,29,Millennials,Graduation,29103.0,2012-08-27,Low,3,38,16,0,17,6,3,6,48,2,1,0,3,9,4,0,0,0,0,0,0,0,0
652,6661,1974,40,Gen X,Graduation,67445.0,2012-08-12,High,3,63,757,80,217,29,80,11,1174,5,9,6,12,6,27,0,0,0,0,0,0,0,0
653,4725,1950,64,Baby Boomer,PhD,50616.0,2014-04-13,Middle,3,71,30,2,25,0,1,9,67,1,1,1,4,2,6,0,0,0,0,0,0,0,0
654,3277,1955,59,Baby Boomer,Graduation,49431.0,2012-08-03,Middle,2,9,219,3,100,26,0,17,365,2,7,1,5,8,13,0,0,0,0,0,0,0,0
655,5555,1975,39,Gen X,Graduation,153924.0,2014-02-07,Very High,1,81,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,2564,1953,61,Baby Boomer,Graduation,61278.0,2014-01-04,High,3,87,111,3,28,2,6,15,165,2,3,1,4,6,8,0,0,0,0,0,0,0,0
658,3867,1947,67,Baby Boomer,PhD,73059.0,2013-08-31,High,3,36,410,112,420,0,82,71,1095,1,9,3,13,4,25,0,0,0,0,0,0,0,0
659,6940,1966,48,Gen X,PhD,46734.0,2013-10-21,Middle,4,86,100,1,39,6,1,76,223,4,3,2,3,6,8,1,0,0,0,0,0,0,1
660,55,1963,51,Baby Boomer,Graduation,56253.0,2012-12-07,Middle,3,83,509,0,65,7,11,5,597,4,7,2,9,6,18,0,0,0,0,0,0,0,0
662,5084,1975,39,Gen X,Graduation,58330.0,2013-12-25,Middle,2,87,445,53,213,104,98,151,1064,1,6,4,13,4,23,0,0,0,0,0,0,0,0
663,1777,1980,34,Millennials,Basic,25965.0,2012-09-07,Low,2,29,2,2,11,41,7,11,74,1,2,0,3,8,5,0,0,0,0,0,0,0,0
664,8162,1956,58,Baby Boomer,Master,14661.0,2013-01-01,Low,2,88,4,1,11,6,2,2,26,1,1,0,3,6,4,0,0,0,0,0,0,0,0
665,10826,1959,55,Baby Boomer,Graduation,18690.0,2012-12-28,Low,2,77,6,1,7,23,4,19,60,1,1,1,2,8,4,0,0,0,0,0,0,0,0
666,8754,1974,40,Gen X,PhD,45068.0,2013-05-16,Middle,3,25,14,0,3,0,0,3,20,1,1,0,2,7,3,0,0,0,0,0,0,0,0
667,1987,1987,27,Millennials,Basic,21063.0,2013-09-25,Low,2,34,1,10,11,19,3,15,59,2,2,0,3,6,5,0,0,0,0,0,0,0,0
668,11007,1968,46,Gen X,PhD,29187.0,2013-05-09,Low,3,43,26,0,6,0,0,2,34,1,1,0,3,8,4,0,0,0,0,0,0,0,0
669,7426,1971,43,Gen X,Master,54690.0,2013-11-07,Middle,4,76,111,16,37,7,9,18,198,3,3,1,5,3,9,0,0,0,0,0,0,0,0
670,9153,1964,50,Gen X,PhD,59304.0,2013-07-29,Middle,3,81,418,61,428,80,51,10,1048,3,7,8,10,5,25,0,0,0,0,0,0,0,0
671,10379,1962,52,Baby Boomer,Master,59247.0,2013-11-08,Middle,3,87,327,9,122,19,14,83,574,5,5,2,9,6,16,0,0,0,0,0,0,0,0
672,9204,1970,44,Gen X,Graduation,66731.0,2012-09-12,High,2,33,371,159,194,58,106,141,1029,4,4,3,6,3,13,0,0,0,0,0,0,0,0
673,3197,1980,34,Millennials,Graduation,77353.0,2013-12-16,High,3,38,275,59,107,69,101,59,670,2,6,4,8,4,18,0,0,0,0,0,0,0,0
675,6961,1974,40,Gen X,Graduation,26751.0,2014-05-22,Low,4,26,1,1,5,0,3,1,11,1,1,0,2,8,3,0,0,0,0,0,0,0,0
676,4673,1963,51,Baby Boomer,PhD,81300.0,2012-10-30,High,3,17,1004,12,145,32,12,36,1241,3,10,3,5,5,18,0,0,0,1,0,0,1,2
677,9937,1979,35,Gen X,Graduation,70337.0,2014-01-02,High,1,75,187,81,149,25,43,91,576,1,2,2,12,1,16,0,0,0,0,0,0,0,0
678,8779,1985,29,Millennials,Master,36145.0,2013-06-16,Middle,3,13,56,4,76,17,1,18,172,4,4,1,3,9,8,1,0,0,0,0,0,1,2
679,9596,1980,34,Millennials,PhD,65295.0,2013-12-23,High,1,19,365,32,117,34,110,6,664,1,3,3,13,2,19,0,0,0,0,0,0,0,0
680,2891,1963,51,Baby Boomer,Graduation,68118.0,2013-10-18,High,2,51,595,23,123,10,23,154,928,2,8,9,4,6,21,0,0,0,0,0,0,0,0
681,4910,1967,47,Gen X,Graduation,68743.0,2012-08-30,High,1,81,1132,134,384,175,134,115,2074,1,11,5,13,7,29,0,0,0,0,0,0,0,0
682,75,1982,32,Millennials,Master,41039.0,2013-07-25,Middle,2,32,34,11,137,179,61,45,467,1,8,1,5,8,14,0,0,0,0,0,0,0,0
683,10120,1955,59,Baby Boomer,Graduation,38946.0,2013-10-24,Middle,3,84,116,6,82,6,6,41,257,2,3,1,6,5,10,0,0,0,0,0,0,0,0
684,6327,1967,47,Gen X,Graduation,65777.0,2013-12-19,High,2,87,565,32,435,28,32,54,1146,1,2,8,6,1,16,0,0,0,0,0,0,0,0
685,10142,1976,38,Gen X,PhD,66476.0,2013-03-07,High,2,99,372,18,126,47,48,78,689,2,5,2,11,4,18,0,0,0,0,0,0,0,0
686,9826,1972,42,Gen X,PhD,86857.0,2012-09-12,High,1,96,899,102,838,133,102,40,2114,1,5,6,10,2,21,0,0,0,0,0,0,1,1
687,1501,1982,32,Millennials,PhD,160803.0,2012-08-04,Very High,2,21,55,16,1622,17,3,4,1717,15,0,28,1,0,29,0,0,0,0,0,0,0,0
688,10767,1989,25,Millennials,PhD,77845.0,2014-05-16,High,2,40,760,40,480,0,40,26,1346,1,3,5,12,1,20,0,0,1,1,0,0,0,2
689,7279,1969,45,Gen X,PhD,69476.0,2013-09-30,High,2,3,260,86,559,63,9,67,1044,1,4,6,4,2,14,0,0,0,0,0,0,0,0
690,7230,1960,54,Baby Boomer,PhD,50611.0,2012-10-04,Middle,2,98,459,0,24,6,0,4,493,6,4,5,7,6,16,0,1,0,0,0,0,1,2
691,143,1970,44,Gen X,Graduation,61209.0,2013-08-25,High,1,73,466,0,224,119,49,99,957,1,5,3,4,2,12,0,0,0,0,0,0,0,0
692,450,1958,56,Baby Boomer,Master,42315.0,2013-07-12,Middle,3,90,67,15,80,17,11,80,270,3,1,4,4,3,9,0,0,0,0,0,0,0,0
693,9316,1952,62,Baby Boomer,Basic,13084.0,2013-11-02,Low,2,29,2,0,7,3,7,10,29,1,1,0,3,6,4,0,0,0,0,0,0,0,0
694,6379,1949,65,Baby Boomer,Master,47570.0,2013-05-29,Middle,3,3,67,1,20,0,2,31,121,3,2,2,2,7,6,0,0,0,0,0,0,1,1
695,9239,1961,53,Baby Boomer,Master,61923.0,2013-07-26,High,4,94,92,4,18,3,3,6,126,1,2,1,4,3,7,0,0,0,0,0,0,0,0
696,8315,1995,19,Millennials,Graduation,34824.0,2014-03-26,Middle,1,65,4,2,11,2,0,4,23,1,1,0,2,6,3,0,0,0,0,0,0,0,0
697,2868,1949,65,Baby Boomer,PhD,26518.0,2013-04-08,Low,3,33,20,1,28,3,3,2,57,3,2,0,3,8,5,0,0,0,0,0,0,1,1
698,10888,1961,53,Baby Boomer,Graduation,45938.0,2013-11-03,Middle,1,46,273,11,178,62,83,29,636,2,8,4,6,6,18,0,0,0,0,0,0,0,0
699,1277,1960,54,Baby Boomer,Graduation,78468.0,2014-04-09,High,2,29,434,22,388,104,22,34,1004,1,10,7,10,4,27,0,0,0,1,0,0,0,1
700,9977,1973,41,Gen X,Graduation,78901.0,2013-09-17,High,2,99,321,11,309,33,26,34,734,3,9,3,5,4,17,0,0,0,0,0,0,0,0
701,10196,1978,36,Gen X,Graduation,71427.0,2014-03-12,High,4,26,212,123,177,15,64,23,614,2,8,2,8,4,18,0,0,0,0,0,0,0,0
702,6384,1978,36,Gen X,Graduation,71022.0,2014-02-11,High,2,30,909,12,278,0,12,242,1453,3,5,2,11,8,18,1,0,0,0,0,0,0,1
703,8029,1988,26,Millennials,Master,90247.0,2014-04-29,Very High,1,27,1184,32,352,21,16,16,1621,1,3,4,7,1,14,0,1,1,1,0,0,1,4
704,968,1968,46,Gen X,Master,41335.0,2013-12-26,Middle,2,24,112,19,21,16,14,5,187,3,4,1,4,7,9,0,0,0,0,0,0,0,0
706,4472,1970,44,Gen X,PhD,35682.0,2014-06-27,Middle,2,34,23,0,8,6,2,18,57,1,1,1,3,2,5,0,0,0,0,0,0,0,0
707,6991,1951,63,Baby Boomer,Graduation,43185.0,2013-04-10,Middle,2,88,537,6,42,16,6,30,637,2,9,3,6,8,18,0,0,0,0,0,0,0,0
708,3336,1948,66,Baby Boomer,PhD,66375.0,2013-11-21,High,3,96,712,0,45,0,0,191,948,3,2,4,5,7,11,1,0,0,0,0,0,0,1
710,1940,1986,28,Millennials,Graduation,25252.0,2013-07-12,Low,3,26,1,3,4,2,2,6,18,1,1,0,2,8,3,0,0,0,0,0,0,0,0
711,1272,1965,49,Gen X,Master,55250.0,2012-10-21,Middle,2,49,664,58,83,32,0,66,903,4,7,5,10,5,22,0,0,0,0,0,0,0,0
712,1388,1975,39,Gen X,Graduation,33249.0,2013-02-20,Middle,2,11,6,10,21,19,14,42,112,2,2,1,3,6,6,0,0,0,0,0,0,0,0
713,1044,1953,61,Baby Boomer,Graduation,58398.0,2013-05-14,Middle,2,44,299,5,201,21,21,49,596,3,5,4,8,4,17,0,0,0,0,0,0,0,0
714,6969,1982,32,Millennials,Graduation,50272.0,2013-08-07,Middle,3,75,99,13,66,43,8,4,233,3,4,1,5,7,10,0,0,0,0,0,0,0,0
715,10479,1975,39,Gen X,PhD,76618.0,2012-12-07,High,2,64,749,40,294,121,160,147,1511,1,3,2,5,1,10,0,0,0,0,0,0,0,0
716,3619,1960,54,Baby Boomer,Master,87305.0,2012-09-23,High,1,19,345,25,501,63,138,80,1152,1,5,3,8,2,16,0,0,1,0,0,0,1,2
717,1715,1978,36,Gen X,Graduation,25851.0,2013-02-11,Low,3,45,9,4,18,7,5,5,48,2,2,0,3,7,5,0,0,0,0,0,0,0,0
718,10159,1970,44,Gen X,Graduation,58710.0,2013-03-31,Middle,2,77,440,81,368,0,122,174,1185,6,11,5,9,6,25,0,0,0,0,0,0,0,0
719,1463,1958,56,Baby Boomer,Graduation,45160.0,2014-03-29,Middle,3,9,8,2,5,3,0,3,21,1,1,0,2,7,3,0,0,0,0,0,0,0,0
720,5114,1965,49,Gen X,Master,74806.0,2012-12-19,High,3,1,670,9,249,0,28,9,965,2,5,4,5,4,14,0,0,0,0,0,0,0,0
721,4990,1954,60,Baby Boomer,Graduation,59111.0,2013-05-02,Middle,2,90,524,0,134,28,28,155,869,1,11,1,8,7,20,0,0,0,0,0,0,0,0
722,4329,1984,30,Millennials,PhD,18988.0,2014-05-23,Low,3,43,6,0,6,2,1,1,16,2,1,0,3,7,4,0,0,0,0,0,0,0,0
723,10936,1965,49,Gen X,Graduation,72190.0,2013-02-13,High,2,79,597,166,597,172,166,249,1947,1,5,6,4,3,15,0,0,0,0,0,0,0,0
724,4692,1976,38,Gen X,Graduation,7500.0,2012-08-01,Low,3,19,7,0,12,13,7,32,71,5,4,1,2,9,7,1,0,0,0,0,0,1,2
726,6086,1955,59,Baby Boomer,Graduation,80395.0,2013-11-23,High,2,62,445,25,706,80,76,48,1380,1,6,5,12,2,23,0,0,0,1,0,0,0,1
727,437,1976,38,Gen X,Master,75012.0,2014-01-25,High,1,41,294,142,218,164,58,151,1027,1,3,8,11,1,22,0,0,0,0,0,0,0,0
728,11171,1965,49,Gen X,Master,56962.0,2013-10-11,Middle,5,60,292,3,77,10,3,26,411,7,6,3,5,7,14,0,0,0,0,0,0,0,0
729,11101,1991,23,Millennials,Graduation,89891.0,2013-04-15,High,2,17,412,22,132,59,28,183,836,1,11,6,8,4,25,0,0,1,0,0,0,0,1
730,5329,1949,65,Baby Boomer,PhD,35946.0,2013-09-27,Middle,3,24,8,0,3,0,0,0,11,1,0,0,3,5,3,0,0,0,0,0,0,0,0
731,610,1953,61,Baby Boomer,PhD,53593.0,2012-08-07,Middle,4,60,349,4,78,6,0,43,480,8,7,2,6,8,15,0,0,0,0,0,0,0,0
733,5956,1948,66,Baby Boomer,PhD,45072.0,2013-10-16,Middle,4,74,144,2,99,7,2,30,284,5,6,1,4,8,11,0,0,0,0,0,0,0,0
734,10430,1973,41,Gen X,Graduation,89694.0,2013-10-09,High,3,22,1126,28,211,37,28,42,1472,3,4,3,4,5,11,0,1,1,1,0,0,0,3
735,7875,1949,65,Baby Boomer,Graduation,72025.0,2014-04-29,High,2,46,967,0,617,43,50,0,1677,1,4,8,13,2,25,0,1,1,1,0,0,1,4
736,7072,1973,41,Gen X,Graduation,67432.0,2013-03-29,High,3,69,432,79,341,177,136,170,1335,2,8,5,4,4,17,0,0,0,0,0,0,0,0
737,6255,1952,62,Baby Boomer,Master,70545.0,2014-06-03,High,3,29,138,39,63,55,18,21,334,1,4,1,7,2,12,0,0,0,0,0,0,0,0
738,6516,1989,25,Millennials,Basic,17487.0,2013-03-18,Low,3,37,0,0,1,7,4,6,18,1,1,0,2,7,3,0,0,0,0,0,0,0,0
739,5564,1969,45,Gen X,Graduation,62882.0,2012-08-09,High,3,26,509,133,497,78,24,97,1338,2,7,5,6,4,18,0,0,0,0,0,0,0,0
740,5682,1953,61,Baby Boomer,PhD,64108.0,2013-03-23,High,2,8,948,10,86,13,21,21,1099,4,6,9,11,5,26,0,0,0,0,0,0,0,0
741,7458,1956,58,Baby Boomer,Master,34941.0,2013-03-06,Middle,4,26,39,2,25,4,3,24,97,2,3,0,3,8,6,0,0,0,0,0,0,0,0
742,5237,1950,64,Baby Boomer,PhD,48767.0,2014-01-01,Middle,4,79,28,1,21,3,0,10,63,3,2,1,3,5,6,0,0,0,0,0,0,0,0
743,7761,1978,36,Gen X,Master,38702.0,2013-08-01,Middle,3,71,13,11,24,13,8,40,109,2,3,0,4,6,7,0,0,0,0,0,0,0,0
744,5278,1964,50,Gen X,Graduation,82224.0,2014-01-25,High,2,83,307,26,360,138,31,40,902,1,6,9,5,3,20,0,0,0,1,0,0,0,1
745,3560,1952,62,Baby Boomer,Graduation,83844.0,2013-05-12,High,2,57,901,31,345,75,31,191,1574,1,4,4,11,1,19,0,0,1,0,0,0,0,1
746,7235,1975,39,Gen X,Master,17003.0,2013-12-09,Low,3,37,2,5,12,4,8,7,38,3,2,0,4,5,6,0,0,0,0,0,0,0,0
747,10548,1995,19,Millennials,Graduation,71163.0,2014-03-09,High,1,30,283,17,372,138,106,44,960,1,3,8,12,1,23,0,0,0,0,0,0,0,0
748,2281,1970,44,Gen X,Graduation,33697.0,2013-09-15,Middle,2,34,4,3,7,0,3,11,28,1,1,0,2,7,3,1,0,0,0,0,0,0,1
749,4073,1954,60,Baby Boomer,Master,63564.0,2014-01-29,High,2,0,769,80,252,15,34,65,1215,1,10,10,7,6,27,1,0,0,0,0,0,1,2
750,6974,1972,42,Gen X,PhD,83443.0,2013-12-31,High,2,89,518,42,742,55,56,84,1497,1,6,10,5,2,21,0,0,0,0,0,0,0,0
751,7938,1958,56,Baby Boomer,PhD,51518.0,2013-10-03,Middle,3,92,350,8,66,17,4,4,449,2,3,2,10,3,15,0,0,0,0,0,0,0,0
753,3667,1969,45,Gen X,Graduation,80952.0,2013-02-28,High,2,20,778,178,689,41,27,44,1757,1,8,5,11,8,24,0,1,1,1,0,0,1,4
754,7723,1979,35,Gen X,Graduation,75507.0,2014-05-02,High,2,56,709,93,374,104,80,80,1440,1,8,6,6,3,20,0,0,0,0,0,0,0,0
755,3870,1978,36,Gen X,Master,63855.0,2013-02-09,High,2,28,359,35,314,93,116,89,1006,1,7,3,13,4,23,0,0,0,0,0,0,0,0
756,4012,1972,42,Gen X,PhD,62220.0,2012-08-11,High,3,55,799,12,375,16,12,12,1226,5,7,6,5,6,18,0,0,0,0,0,0,1,1
757,5909,1964,50,Gen X,Graduation,58512.0,2013-09-19,Middle,3,25,895,10,101,13,0,152,1171,5,3,4,8,8,15,0,0,0,0,0,0,0,0
758,10470,1979,35,Gen X,Master,40662.0,2013-03-15,Middle,3,0,40,2,23,0,4,23,92,2,2,1,3,4,6,0,0,0,0,0,0,0,0
759,6488,1959,55,Baby Boomer,PhD,38829.0,2014-04-06,Middle,3,86,76,0,7,0,0,16,99,1,3,2,2,5,7,0,0,0,0,0,0,0,0
760,10270,1981,33,Millennials,Master,35523.0,2013-10-03,Middle,3,8,11,5,22,12,5,11,66,2,3,0,3,7,6,0,0,0,0,0,0,0,0
761,6887,1967,47,Gen X,Graduation,79146.0,2014-04-24,High,3,33,245,16,223,21,43,16,564,2,8,1,8,6,17,0,0,0,0,0,0,0,0
762,6406,1988,26,Millennials,Master,78285.0,2013-10-28,High,2,13,647,107,391,175,67,40,1427,1,6,4,10,3,20,0,0,0,0,0,0,0,0
763,7573,1978,36,Gen X,PhD,31626.0,2013-05-10,Middle,2,12,39,1,9,2,1,34,86,1,2,1,2,7,5,1,0,0,0,0,0,1,2
764,4508,1952,62,Baby Boomer,Graduation,75127.0,2014-05-22,High,1,92,203,35,305,46,17,227,833,1,2,11,5,1,18,0,0,0,0,0,0,0,0
765,221,1955,59,Baby Boomer,Graduation,48726.0,2013-04-27,Middle,3,90,138,3,38,4,0,59,242,3,3,2,4,6,9,0,0,0,0,0,0,0,0
766,5331,1977,37,Gen X,Graduation,74985.0,2012-09-11,High,2,8,587,51,898,247,0,86,1869,1,3,6,7,2,16,0,0,0,0,0,0,0,0
767,1911,1987,27,Millennials,Graduation,67430.0,2012-09-05,High,2,6,595,97,291,127,133,121,1364,1,11,5,12,6,28,0,0,0,0,0,0,0,0
768,20,1965,49,Gen X,Master,46891.0,2013-09-01,Middle,3,91,43,12,23,29,15,61,183,1,2,1,4,4,7,0,0,0,0,0,0,0,0
769,8786,1956,58,Baby Boomer,Master,62058.0,2013-05-26,High,3,52,301,7,74,10,0,58,450,4,6,1,7,6,14,0,0,0,0,0,0,0,0
770,10582,1979,35,Gen X,Graduation,72063.0,2013-07-03,High,3,3,180,32,348,76,32,90,758,2,5,2,12,2,19,0,0,0,0,0,0,0,0
771,1915,1951,63,Baby Boomer,PhD,78939.0,2013-12-12,High,2,57,794,115,243,150,0,205,1507,1,8,5,6,3,19,0,0,0,0,0,0,0,0
772,8897,1965,49,Gen X,Graduation,42720.0,2013-04-24,Middle,3,9,392,5,91,28,26,112,654,8,7,3,7,8,17,0,0,0,0,0,0,1,1
773,2371,1972,42,Gen X,Graduation,33622.0,2013-04-13,Middle,4,22,39,1,22,3,4,12,81,3,2,0,4,7,6,0,0,0,0,0,0,0,0
774,4303,1957,57,Baby Boomer,PhD,6835.0,2012-12-08,Low,3,76,107,2,12,2,2,12,137,0,0,0,1,20,1,0,0,0,0,0,0,0,0
775,6825,1953,61,Baby Boomer,Graduation,41452.0,2013-03-06,Middle,4,86,13,0,3,0,0,0,16,1,1,0,2,7,3,0,0,0,0,0,0,0,0
776,1072,1965,49,Gen X,PhD,40760.0,2013-08-30,Middle,2,64,70,0,17,0,0,6,93,2,2,1,3,6,6,0,0,0,0,0,0,0,0
777,4964,1958,56,Baby Boomer,PhD,74250.0,2014-01-26,High,2,90,680,11,392,75,0,0,1158,1,2,11,4,1,17,0,0,0,0,0,0,0,0
778,2461,1955,59,Baby Boomer,Master,51124.0,2013-12-18,Middle,3,79,26,1,11,0,1,4,43,2,1,0,3,3,4,0,0,0,0,0,0,0,0
779,10736,1971,43,Gen X,Graduation,72258.0,2013-09-12,High,2,28,522,0,522,227,120,134,1525,2,6,9,5,2,20,0,0,0,0,0,0,0,0
780,3194,1974,40,Gen X,PhD,71466.0,2014-04-05,High,1,86,412,12,546,78,182,0,1230,1,4,4,10,1,18,0,0,0,0,0,0,0,0
781,10839,1976,38,Gen X,Graduation,36283.0,2014-04-14,Middle,4,42,6,5,5,8,0,5,29,2,1,0,3,4,4,0,0,0,0,0,0,0,0
782,49,1970,44,Gen X,Graduation,20587.0,2014-05-11,Low,2,39,2,3,6,4,1,9,25,1,1,1,2,7,4,0,0,0,0,0,0,0,0
783,4290,1972,42,Gen X,Graduation,30467.0,2014-03-19,Middle,3,8,1,3,8,2,5,5,24,1,1,0,2,7,3,0,0,0,0,0,0,0,0
784,10219,1972,42,Gen X,Graduation,31590.0,2013-06-18,Middle,3,40,6,2,15,6,6,3,38,1,1,0,3,8,4,0,0,0,0,0,0,0,0
785,4211,1986,28,Millennials,Basic,20425.0,2012-10-29,Low,3,5,4,12,5,3,16,17,57,2,2,0,3,7,5,0,0,0,0,0,0,0,0
786,1135,1960,54,Baby Boomer,Master,17144.0,2014-02-15,Low,4,96,18,2,19,0,2,6,47,5,3,0,4,7,7,0,0,0,0,0,0,0,0
787,6299,1968,46,Gen X,PhD,42564.0,2013-01-02,Middle,2,28,324,48,186,39,18,198,813,6,6,8,4,7,18,1,0,0,0,0,0,1,2
788,10846,1978,36,Gen X,Master,43783.0,2014-05-29,Middle,3,22,327,9,125,25,4,139,629,6,7,1,8,7,16,1,0,0,0,0,0,0,1
789,347,1976,38,Gen X,Graduation,40780.0,2012-09-08,Middle,2,30,229,27,71,13,3,34,377,4,7,1,5,9,13,0,0,0,0,0,0,0,0
790,6543,1945,69,Silent Gen,Master,62847.0,2013-01-15,High,2,45,521,168,706,80,76,61,1612,1,3,6,4,2,13,0,0,0,0,0,0,0,0
791,10446,1957,57,Baby Boomer,PhD,82017.0,2012-11-07,High,2,58,184,23,446,30,23,23,729,1,5,4,7,2,16,0,1,1,1,0,0,1,4
792,3479,1950,64,Baby Boomer,Graduation,16813.0,2013-07-19,Low,1,49,4,8,11,12,2,13,50,1,2,0,3,7,5,1,0,0,0,0,0,0,1
793,11075,1978,36,Gen X,Graduation,51267.0,2013-10-29,Middle,4,37,183,2,64,7,2,12,270,4,3,3,5,4,11,0,0,0,0,0,0,0,0
794,4442,1961,53,Baby Boomer,Graduation,46524.0,2013-04-05,Middle,2,70,31,19,35,26,14,52,177,2,1,1,5,3,7,0,0,0,0,0,0,0,0
795,199,1962,52,Baby Boomer,Master,45183.0,2013-01-20,Middle,1,33,219,3,60,12,9,12,315,1,4,1,7,7,12,0,1,0,0,0,0,0,1
796,6722,1954,60,Baby Boomer,PhD,70421.0,2014-06-28,High,3,98,479,28,136,75,14,35,767,3,10,3,7,6,20,0,0,0,0,0,0,0,0
797,796,1965,49,Gen X,Master,60161.0,2012-10-23,High,2,17,584,44,212,46,8,177,1071,3,11,4,8,8,23,0,0,0,0,0,0,0,0
798,3749,1973,41,Gen X,Graduation,73926.0,2013-03-02,High,2,54,627,91,597,159,91,15,1580,1,6,5,12,3,23,0,0,0,0,0,0,0,0
799,8523,1968,46,Gen X,Graduation,19329.0,2013-12-14,Low,3,39,24,1,16,12,2,5,60,3,4,0,3,8,7,0,0,0,0,0,0,0,0
800,310,1970,44,Gen X,Master,61872.0,2013-12-13,High,3,81,330,5,159,36,27,16,573,4,4,4,9,4,17,0,0,0,0,0,0,0,0
801,8629,1956,58,Baby Boomer,Graduation,46984.0,2013-03-26,Middle,3,71,19,1,10,2,1,8,41,1,1,0,3,5,4,0,0,0,0,0,0,0,0
802,236,1951,63,Baby Boomer,Graduation,34838.0,2013-01-19,Middle,4,62,28,23,29,29,14,47,170,3,2,1,4,6,7,0,0,0,0,0,0,0,0
803,9930,1944,70,Silent Gen,PhD,82716.0,2013-11-05,High,1,8,606,148,228,15,148,22,1167,1,6,8,13,2,27,0,0,0,0,0,0,0,0
804,3483,1958,56,Baby Boomer,Graduation,48192.0,2013-04-06,Middle,2,76,1039,43,204,153,58,29,1526,3,2,8,12,8,22,0,1,0,1,1,0,1,4
805,4599,1976,38,Gen X,Master,49681.0,2013-11-04,Middle,4,66,411,0,26,0,0,21,458,6,7,1,7,7,15,0,0,0,0,0,0,0,0
806,7326,1971,43,Gen X,Master,56850.0,2014-03-23,Middle,3,83,34,1,19,2,7,0,63,1,1,1,3,2,5,0,0,0,0,0,0,0,0
807,7352,1957,57,Baby Boomer,Graduation,55267.0,2013-10-21,Middle,3,28,161,28,136,32,3,45,405,4,3,4,6,3,13,0,0,0,0,0,0,0,0
808,2350,1972,42,Gen X,Graduation,59666.0,2013-03-22,Middle,4,87,623,53,178,23,17,133,1027,7,3,2,8,8,13,0,1,0,0,0,0,0,1
809,9145,1972,42,Gen X,Graduation,72504.0,2013-04-06,High,2,43,604,26,470,123,161,94,1478,2,5,9,6,2,20,0,0,0,0,0,0,0,0
810,2964,1981,33,Millennials,Graduation,26872.0,2013-10-16,Low,2,0,3,10,8,3,16,32,72,1,1,1,2,6,4,0,0,0,0,0,0,0,0
811,5585,1972,42,Gen X,Graduation,21359.0,2013-04-20,Low,2,1,12,2,17,6,1,10,48,2,2,0,3,8,5,0,0,0,0,0,0,1,1
812,9687,1975,39,Gen X,Graduation,73170.0,2014-05-31,High,1,1,184,174,256,50,30,32,726,1,5,4,6,2,15,0,0,0,0,0,0,0,0
813,3732,1955,59,Baby Boomer,Master,52750.0,2013-02-04,Middle,3,72,393,0,239,90,69,69,860,6,5,7,9,4,21,0,0,0,0,0,0,0,0
814,6303,1986,28,Millennials,PhD,91820.0,2013-11-23,Very High,2,72,410,73,747,76,161,30,1497,0,5,5,12,1,22,0,0,0,0,0,0,0,0
815,11176,1970,44,Gen X,PhD,65968.0,2014-05-12,High,3,12,376,9,83,19,4,4,495,2,5,4,7,3,16,0,0,0,0,0,0,0,0
816,2986,1976,38,Gen X,Graduation,30772.0,2014-03-12,Middle,4,89,7,2,4,2,1,4,20,1,1,0,2,6,3,0,0,0,0,0,0,0,0
817,7462,1954,60,Baby Boomer,Graduation,22507.0,2012-11-24,Low,1,67,68,0,226,51,157,68,570,3,10,2,4,9,16,0,0,0,0,0,0,0,0
818,3900,1972,42,Gen X,Graduation,65685.0,2014-03-29,High,3,54,642,14,49,0,7,57,769,1,9,2,9,5,20,0,0,0,0,0,0,0,0
819,7034,1978,36,Gen X,Master,25804.0,2013-09-01,Low,3,34,8,7,9,13,6,12,55,2,2,0,3,8,5,0,0,0,0,0,0,0,0
820,9493,1980,34,Millennials,PhD,76412.0,2013-05-05,High,1,15,840,53,804,23,71,17,1808,1,5,4,8,3,17,0,0,1,1,0,0,1,3
821,1143,1972,42,Gen X,Graduation,22063.0,2013-08-08,Low,3,43,7,10,13,3,11,11,55,2,2,0,3,7,5,0,0,0,0,0,0,0,0
